time,seconds_elapsed,z,y,x
1710911635188543000,0.01854296875,0.004183427731064148,0.0021335048973560333,-0.03073830284529831
1710911635288425000,0.118425048828125,0.015766304363938978,0.008694763109087943,-0.023660363815701566
1710911635388308000,0.218307861328125,0.007843116999103221,0.0028501287341117856,-0.026118999881041233
1710911635488190700,0.318190673828125,-0.014220248532295227,0.0036491701573133466,-0.026085385305806993
1710911635588073700,0.41807373046875,0.0120341366648674,-0.004613046753406525,-0.017306094851577653
1710911635687956000,0.5179560546875,-0.002285476022097282,-0.008783610436320304,-0.02970064406036399
1710911635787838700,0.617838623046875,-0.0016582840344635768,0.0021568857729434964,-0.025005252785747868
1710911635887721700,0.7177216796875,0.0061252094486029815,-0.0038449849903583523,-0.027348368146060963
1710911635987604700,0.817604736328125,-0.017627426627278328,-0.0014110358417034148,-0.02859985234476626
1710911636087486700,0.91748681640625,0.017303608350257856,-0.0020335516542196275,-0.01342457724311389
1710911636187369700,1.01736962890625,-0.004671498942375183,-0.0005155483067035675,-0.00970242861455772
1710911636287252700,1.117252685546875,-0.006998476018640213,-0.0012649053692817688,-0.02375111540565267
1710911636387135700,1.2171357421875,0.0039162966609001156,-0.0070984338283538815,-0.013662578116916119
1710911636487018000,1.31701806640625,-0.010487496311333961,-0.008727496334910392,-0.01129278937880881
1710911636586901000,1.41690087890625,0.0024520647606579584,-0.011136311042308807,-0.01568653082572855
1710911636686784000,1.516783935546875,-0.003243511965870857,-0.004826397243142128,-0.014991607364127411
1710911636786667000,1.6166669921875,-0.0013970118829282,0.011765256595611572,-0.013891957292845472
1710911636886549000,1.716549072265625,0.004639350238442421,-0.0013771335721015929,-0.02445432263840921
1710911636986432000,1.816431884765625,0.010041501542925834,0.012069207978248595,-0.025550803505070507
1710911637086315000,1.91631494140625,-0.0012450316250324249,-0.003923895445466041,-0.0289787047276739
1710911637186198000,2.016197998046875,0.02466332574659027,0.0065437225550413125,-0.024788541295146568
1710911637286080000,2.116080078125,0.0034492591044632715,0.0032651392757892606,-0.024155851148488
1710911637385963000,2.215962890625,-0.003615847843023948,-0.006317512583732605,-0.01921316144876182
1710911637485846000,2.315845947265625,0.002867079868912697,-0.013186813831329344,-0.010299905883939937
1710911637585728000,2.41572802734375,0.009686116800573654,0.008651508489251137,-0.013015265789860859
1710911637685610800,2.51561083984375,-0.0045627778708934785,-0.000011690437793731688,-0.0060431982875335955
1710911637785493800,2.61549365234375,0.0034019219645531847,-0.008398995032906531,-0.008823083930183202
1710911637885375700,2.715375732421875,0.0059223757863044735,-0.0029968437284231186,-0.012290960970148444
1710911637985258800,2.8152587890625,-0.01533785895195324,0.002232289096713066,-0.009127930361963807
1710911638085142000,2.91514208984375,-0.0031248494556872174,0.005682721811532974,-0.004483584287995473
1710911638185023700,3.015023681640625,0.004697806993988343,0.004483282893896103,-0.004920623998390511
1710911638284906800,3.11490673828125,-0.0027127615234581754,0.007038228073716163,-0.004913509271014482
1710911638384790000,3.2147900390625,0.016543718477222136,-0.003143558722734451,0.000016019553039222955
1710911638484671700,3.314671630859375,-0.016564765831828115,-0.012408230674266815,0.001345505457976833
1710911638584554500,3.414554443359375,0.0029798971601994705,-0.01166296526491642,-0.014935356265399604
1710911638684437200,3.514437255859375,0.015030395871400832,-0.005221534040570259,-0.00919626462412998
1710911638784319500,3.614319580078125,0.015499771515396422,-0.0017827917635440825,-0.004748591899732127
1710911638884202200,3.7142021484375,-0.012779397507640532,0.006899111863970756,-0.002307217496447265
1710911638984085200,3.814085205078125,0.00611058726820629,-0.0031248540222644804,-0.014964774156128987
1710911639083967500,3.913967529296875,-0.005958031621575355,0.0024146599262952805,-0.017046183540066703
1710911639183850200,4.013850341796875,0.0031862242541043084,-0.005962123274803161,-0.015132221411215141
1710911639283733200,4.113733154296875,0.012546766928699798,0.006907879692316055,-0.010973905288521199
