time,seconds_elapsed,z,y,x
1710911595635168000,0.01216796875,-0.01675590448975563,0.03085808416691143,-0.08568038763403892
1710911595735050200,0.11205029296875,-0.014196858523553237,0.014109965691389515,-0.07042202822566032
1710911595834932000,0.211931884765625,-0.029216751267248764,0.022772228470095433,-0.08793898021578789
1710911595934814200,0.311814208984375,-0.0027320553123950956,0.02289336149857845,-0.07447393396496772
1710911596034696200,0.4116962890625,-0.0038403179483953863,0.01711602020615246,-0.08884265105724334
1710911596134578200,0.511578125,-0.02947276272177696,0.017407582464674488,-0.08330372163057327
1710911596234459100,0.611459228515625,-0.011145654259389265,0.02573366295841988,-0.08659925604462623
1710911596334341000,0.711341064453125,-0.014659799860185011,0.011907916469313204,-0.0831628518551588
1710911596434223000,0.81122314453125,-0.018375039257341994,0.027853874549362806,-0.07762099981904029
1710911596534105000,0.91110498046875,-0.004406126004457473,0.016159262904012574,-0.08600304371714591
1710911596633987000,1.010987060546875,-0.029400291140610352,0.007358409071946516,-0.07673544915616512
1710911596733869000,1.110869140625,-0.0021872900443617254,0.02431527036074549,-0.08211948028206825
1710911596833751300,1.210751220703125,0.0017032876533921808,0.024499230359215286,-0.09080255295336245
1710911596933633000,1.310633056640625,-0.030711939994757992,0.021295114255393852,-0.06760697080492972
1710911597033515300,1.410515380859375,-0.0030406828701496124,0.02286745530576445,-0.0878074627906084
1710911597133396200,1.510396240234375,-0.0057481973963323975,0.018796685035782867,-0.07838263184130191
1710911597233278000,1.61027783203125,-0.037153389485413205,0.013762814487842842,-0.07284311789274216
1710911597333160200,1.71016015625,-0.0044049569606781,0.004790503945853561,-0.08870470389127731
1710911597433042200,1.810042236328125,-0.007311190663045272,0.018328451036103068,-0.08212240289151668
1710911597532923100,1.909923095703125,-0.026490532040596006,-0.00030784210646525026,-0.08076981923878192
1710911597632804000,2.00980419921875,-0.02251110701560974,0.009064354473305865,-0.08152326795458793
1710911597732686300,2.109686279296875,-0.010682722055912017,0.006758246655133552,-0.07912906629443169
1710911597832568000,2.209568115234375,-0.008405424773693083,0.016620441541820765,-0.08107377062141895
1710911597932450300,2.3094501953125,-0.011628487606579438,0.01603251298549585,-0.08152443699836731
1710911598032332300,2.409332275390625,-0.010647650742530821,0.004457678095181473,-0.07838204731941223
1710911598132214300,2.50921435546875,-0.004286892672115936,0.02507011644919403,-0.08571312085986137
1710911598232095200,2.60909521484375,-0.009800094002485275,0.015630151862837373,-0.09289689488410949
1710911598331977200,2.708977294921875,-0.0032604539675172416,0.020516590463835745,-0.0794248343706131
1710911598431859200,2.808859130859375,-0.015661679512262345,0.015602510370663366,-0.0857113672941923
1710911598531741400,2.908741455078125,-0.01951251885467209,0.003673213186603971,-0.07463760009407996
1710911598631623400,3.00862353515625,0.0035246578616555777,0.009484420216013676,-0.09005085780322551
1710911598731504400,3.10850439453125,-0.02843113558120094,0.005184321002452634,-0.08721241950690746
1710911598831386400,3.208386474609375,-0.008318915534019469,0.019326882922346703,-0.08077683350145816
1710911598931268400,3.308268310546875,-0.011653037525946274,0.010731885826727374,-0.08302198207974433
1710911599031150300,3.408150390625,-0.009483292271429673,0.006153631825488992,-0.07778641951382159
1710911599131031600,3.508031494140625,-0.04607436256580986,0.013278405671496876,-0.07913198890388011
1710911599230913300,3.607913330078125,0.01279752225279808,0.02766987345169764,-0.08317688038051128
1710911599330795300,3.707795166015625,-0.01415478208065033,0.024372064882167612,-0.07119944233894347
1710911599430677500,3.807677490234375,-0.048574947209889065,0.020944643150176852,-0.08451952716112136
1710911599530560500,3.907560546875,-0.002920271360874176,-0.001400299818557687,-0.0812280844002962
1710911599630441500,4.00744140625,-0.01553074660897255,0.01425874021204654,-0.07239595864713191
1710911599730323500,4.107323486328125,-0.030941090841824188,0.019123866596957667,-0.08302022851407527
1710911599830205400,4.207205322265625,-0.004125546364253387,0.006120976231480017,-0.08496551736295223
1710911599930087700,4.307087646484375,0.30427754585146904,0.017726667484361677,-0.0800303990483284
